moNo,crime,moBin
221,ROBBERY 2ND SUB 1 (HATE CRIME)|B,1
221,ROBBERY 2ND SUB 1|C,9
221,ROBBERY 2ND SUB 2 3|C,2
221,ROBBERY 3RD|D,12
221,SCHEME TO DEFRAUD 1ST|E,1
221,SEX OFF REG VIOL-1ST OFFENSE|E,4
221,SEX TRAFFICKING|B,2
221,SEXUAL ABUSE 1ST|D,12
221,STALKING 1ST SUB 1|D,1
221,STRANGULATION 2ND|D,3
221,TAMPER WITH PHYS EVIDENCE|E,1
221,UNLAW MANUFACTURE METH 2ND|C,1
221,UNLAW MANUFACTURE METH 3RD|D,2
221,UNLAW SURVEILLANCE 2ND SUB 1|E,1
221,USE OF CHILD IN A SEXUAL PERF|C,3
221,VEHICULAR MANSLAUGHTER 2ND|D,1
222,AGG DWI:1 PRIOR CONV-10 YRS|E,2
222,AGG DWI:W/CHILD|E,2
222,AGG UNLIC OPER MV 1ST|E,2
222,AGGRAVATED FAMILY OFFENSE|E,2
222,AGGRAVATED VEHICULAR ASSAULT|C,1
222,AGGRAVATED VEHICULAR HOMICIDE|B,1
222,ASSAULT 1ST|B,15
222,ASSAULT 2ND|D,33
222,ATT AGGRAVATED MURDER|A1,1
222,ATT ARSON 2ND|C,1
222,ATT ASSAULT 1ST|C,12
222,ATT ASSAULT 2ND|E,11
222,ATT BURGLARY 1ST|C,3
222,ATT BURGLARY 2ND SUB 1|D,1
222,ATT BURGLARY 2ND SUB 2|D,22
222,ATT BURGLARY 2ND|D,1
222,ATT BURGLARY 3RD|E,9
222,ATT CONSPIRACY 2ND|C,2
222,ATT COURSE SEX CONDUCT-CHILD 1ST|C,1
222,ATT CRIM POSS CONTR SUBSTANCE 2ND|A2,1
222,ATT CRIM POSS CONTR SUBSTANCE 3RD|C,17
222,ATT CRIM POSS CONTR SUBSTANCE 4TH|D,3
222,ATT CRIM POSS CONTR SUBSTANCE 5TH|E,4
222,ATT CRIM POSS FORGED INST 2ND|E,5
222,ATT CRIM POSS STOLEN PROP 3RD|E,1
222,ATT CRIM POSS WEAP 2ND|D,38
222,ATT CRIM POSS WEAP 3RD SUB 1 2 3|E,4
222,ATT CRIM SALE CONTR SUBSTANCE 3RD|C,12
222,ATT CRIM SALE CONTR SUBSTANCE 5TH|E,2
222,ATT FORGERY 2ND|E,1
222,ATT GANG ASSAULT 2ND|D,2
222,ATT GRAND LARCENY - AUTO 3RD|E,2
222,ATT GRAND LARCENY - NOT AUTO 3RD|E,1
222,ATT KIDNAPPING 2ND|C,1
222,ATT MURDER 2ND|B,11
222,ATT OPERATE MAJOR DRUG TRAFFICKER|B,2
222,ATT PROM PRISON CONTRABAND 1ST|E,1
222,ATT PROM PROSTITUTION 2ND|D,2
222,ATT RAPE 1ST|C,4
222,ATT RAPE 2ND|E,1
222,ATT ROBBERY 1ST|C,10
222,ATT ROBBERY 2ND SUB 1|D,9
222,ATT ROBBERY 2ND SUB 2 3|D,12
222,ATT ROBBERY 2ND|D,2
222,ATT ROBBERY 3RD|E,2
222,ATT SEX TRAFFICKING|C,1
222,ATT SEXUAL ABUSE 1ST|E,1
222,BAIL JUMPING 2ND|E,4
222,BURGLARY 1ST|B,9
222,BURGLARY 2ND SUB 1|C,1
222,BURGLARY 2ND SUB 2|C,21
222,BURGLARY 3RD|D,49
222,COERCION 1ST|D,1
222,CONSPIRACY 2ND|B,4
222,CONSPIRACY 3RD|D,1
222,CONSPIRACY 4TH|E,2
222,COURSE SEX CONDUCT-CHILD 1ST|B,3
222,COURSE SEX CONDUCT-CHILD 2ND|D,1
222,CRIM CONTEMPT 1ST|E,14
222,CRIM MISCHIEF 3RD|E,1
222,CRIM POSS CONTR SUBSTANCE 2ND|A2,15
222,CRIM POSS CONTR SUBSTANCE 3RD|B,77
222,CRIM POSS CONTR SUBSTANCE 4TH|C,10
222,CRIM POSS CONTR SUBSTANCE 5TH|D,20
222,CRIM POSS FIREARM|E,3
222,CRIM POSS FORGED INST 1ST|C,1
222,CRIM POSS FORGED INST 2ND|D,4
222,CRIM POSS MARIHUANA 1ST|C,1
222,CRIM POSS MARIHUANA 2ND|D,2
222,CRIM POSS PRECURSORS OF METH|E,1
222,CRIM POSS STOLEN PROP 3RD|D,3
222,CRIM POSS STOLEN PROP 4TH|E,7
222,CRIM POSS WEAP 2ND|C,43
222,CRIM POSS WEAP 3RD SUB 1 2 3|D,21
222,CRIM POSS WEAP 3RD SUB 4-8 VFO|D,1
222,CRIM SALE CONTR SUBS - SCHOOL|B,1
222,CRIM SALE CONTR SUBSTANCE 1ST|A1,2
222,CRIM SALE CONTR SUBSTANCE 2ND|A2,8
222,CRIM SALE CONTR SUBSTANCE 3RD|B,58
222,CRIM SALE CONTR SUBSTANCE 4TH|C,2
222,CRIM SALE CONTR SUBSTANCE 5TH|D,13
222,CRIM SEXUAL ACT 1ST|B,4
222,CRIM SEXUAL ACT 2ND|D,1
222,CRIM USE OF FIREARMS 1ST|B,1
222,DWI:ALCOHOL/DRUGS-2ND OFFENSE|E,15
222,DWI:ALCOHOL/DRUGS-3RD OFFENSE|D,11
222,ENTERPRISE CORRUPTION|B,3
222,FORGERY 2ND|D,4
222,GANG ASSAULT 1ST|B,1
222,GANG ASSAULT 2ND|C,1
222,GRAND LARCENY - AUTO 3RD|D,3
222,GRAND LARCENY - NOT AUTO 1ST|B,1
222,GRAND LARCENY - NOT AUTO 2ND|C,5
222,GRAND LARCENY - NOT AUTO 3RD|D,18
222,GRAND LARCENY - NOT AUTO 4TH|E,15
222,IDENTITY THEFT 1ST|D,1
222,IDENTITY THEFT 2ND|E,2
222,KIDNAPPING 2ND|B,2
222,LV SCENE OF ACCIDENT - DEATH|D,1
222,MAKE TERRORISTIC THREAT|D,1
222,MANSLAUGHTER 1ST|B,11
222,MANSLAUGHTER 2ND|C,2
222,MURDER 1ST|A1,4
222,MURDER 2ND|A1,12
222,OPERATE MAJOR DRUG TRAFFICKER|A1,2
222,POSS A SEX PERF BY A CHILD|E,2
222,POSS/TRANS 10K UNSTAMPED CIGS|E,1
222,PRED SEX ASSAULT AGAINST CHILD|A2,1
222,PROM OBSCENE SEX PERF BY CHILD|D,1
222,PROM PRISON CONTRABAND 1ST|D,1
222,PROM SEXUAL PERF BY A CHILD|D,3
222,RAPE 1ST|B,4
222,RAPE 2ND|D,4
222,RAPE 3RD|E,2
222,RECKLESS ENDANGERMENT 1ST|D,4
222,ROBBERY 1ST|B,18
222,ROBBERY 2ND SUB 1|C,5
222,ROBBERY 2ND SUB 2 3|C,12
222,ROBBERY 3RD|D,23
222,SCHEME TO DEFRAUD 1ST|E,2
222,SEX OFF REG VIOL-1ST OFFENSE|E,1
222,SEX OFF REG VIOL-2ND OFFENSE|D,1
222,SEX TRAFFICKING|B,1
222,SEXUAL ABUSE 1ST|D,10
222,TAMPER WITH PHYS EVIDENCE|E,1
222,UNLAW MANUFACTURE METH 2ND|C,1
222,UNLAW MANUFACTURE METH 3RD|D,3
222,UNLAW SURVEILLANCE 2ND(2 3 4)|E,1
222,USE OF CHILD IN A SEXUAL PERF|C,2
222,VEHICULAR ASSAULT 2ND|E,1
222,VEHICULAR MANSLAUGHTER 2ND|D,1
223,AGG DWI:1 PRIOR CONV-10 YRS|E,7
223,AGG DWI:2 PRIOR CONV-10 YRS|D,2
223,AGG DWI:W/CHILD|E,2
223,AGG UNLIC OPER MV 1ST|E,8
223,AGGRAVATED CRIM CONTEMPT|D,2
223,AGGRAVATED FAMILY OFFENSE|E,4
223,AGGRAVATED VEHICULAR ASSAULT|C,1
223,AGGRAVATED VEHICULAR HOMICIDE|B,3
223,ARSON 3RD|C,3
223,ASSAULT 1ST|B,10
223,ASSAULT 2ND|D,26
223,ATT ARSON 2ND|C,3
223,ATT ASSAULT 1ST|C,7
223,ATT ASSAULT 2ND|E,12
223,ATT BURGLARY 1ST|C,1
223,ATT BURGLARY 2ND SUB 1|D,1
223,ATT BURGLARY 2ND SUB 2|D,19
223,ATT BURGLARY 3RD|E,10
223,ATT COURSE SEX CONDUCT-CHILD 1ST|C,1
223,ATT CRIM POSS CONTR SUBSTANCE 2ND|A2,1
223,ATT CRIM POSS CONTR SUBSTANCE 3RD|C,18
223,ATT CRIM POSS CONTR SUBSTANCE 4TH|D,3
223,ATT CRIM POSS CONTR SUBSTANCE 5TH|E,7
223,ATT CRIM POSS FORGED INST 2ND|E,3
223,ATT CRIM POSS STOLEN PROP 3RD|E,1
223,ATT CRIM POSS WEAP 2ND|D,34
223,ATT CRIM POSS WEAP 3RD SUB 1 2 3|E,2
223,ATT CRIM SALE CONTR SUBSTANCE 3RD|C,15
223,ATT CRIM SALE CONTR SUBSTANCE 4TH|D,1
223,ATT CRIM SEXUAL ACT 1ST|C,1
223,ATT CRIM SEXUAL ACT 2ND|E,1
223,ATT DISSEM INDECENT MAT MINOR 1ST|E,1
223,ATT GANG ASSAULT 1ST|C,1
223,ATT GRAND LARCENY - NOT AUTO 3RD|E,2
223,ATT KIDNAPPING 2ND|C,1
223,ATT MAKE TERRORISTIC THREAT|E,1
223,ATT MURDER 1ST|A1,1
223,ATT MURDER 2ND|B,14
223,ATT PROM PRISON CONTRABAND 1ST|E,3
223,ATT RAPE 1ST|C,1
223,ATT RAPE 2ND|E,1
223,ATT RECKLESS ENDANGERMENT 1ST|E,1
223,ATT ROBBERY 1ST|C,12
223,ATT ROBBERY 2ND SUB 1|D,14
223,ATT ROBBERY 2ND SUB 2 3|D,6
223,ATT ROBBERY 3RD|E,3
223,ATT SEXUAL ABUSE 1ST|E,2
223,ATT STRANGULATION 2ND|E,1
223,AUTO STRIPPING 2ND|E,1
223,BAIL JUMPING 2ND|E,1
223,BURGLARY 1ST|B,8
223,BURGLARY 2ND SUB 1|C,3
223,BURGLARY 2ND SUB 2 (HATE CRIME)|B,1
223,BURGLARY 2ND SUB 2|C,15
223,BURGLARY 3RD|D,34
223,COERCION 1ST|D,2
223,CONSPIRACY 1ST|A1,1
223,CONSPIRACY 2ND|B,4
223,CONSPIRACY 4TH|E,2
223,COURSE SEX CONDUCT-CHILD 1ST|B,3
223,COURSE SEX CONDUCT-CHILD 2ND|D,5
223,CRIM CONTEMPT 1ST|E,21
223,CRIM MISCHIEF 2ND|D,3
223,CRIM MISCHIEF 3RD|E,3
223,CRIM NEGLIGENT HOMICIDE|E,2
223,CRIM POSS CONTR SUBSTANCE 1ST|A1,1
223,CRIM POSS CONTR SUBSTANCE 2ND|A2,14
223,CRIM POSS CONTR SUBSTANCE 3RD|B,61
223,CRIM POSS CONTR SUBSTANCE 4TH|C,8
223,CRIM POSS CONTR SUBSTANCE 5TH|D,26
223,CRIM POSS FIREARM|E,3
223,CRIM POSS FORGED INST 1ST|C,1
223,CRIM POSS FORGED INST 2ND|D,7
223,CRIM POSS MARIHUANA 2ND|D,2
223,CRIM POSS PRECURSORS OF METH|E,1
223,CRIM POSS STOLEN PROP 3RD|D,1
223,CRIM POSS STOLEN PROP 4TH|E,2
223,CRIM POSS WEAP 2ND|C,38
223,CRIM POSS WEAP 3RD SUB 1 2 3|D,7
223,CRIM PURCHASE/DISPOSAL WEAPON|D,1
223,CRIM SALE CONTR SUBS - SCHOOL|B,1
223,CRIM SALE CONTR SUBSTANCE 2ND|A2,4
223,CRIM SALE CONTR SUBSTANCE 3RD|B,52
223,CRIM SALE CONTR SUBSTANCE 5TH|D,10
223,CRIM SALE FIREARM 1ST|B,2
223,CRIM SALE MARIHUANA 3RD|E,1
223,CRIM SEXUAL ACT 1ST|B,8
223,CRIM SEXUAL ACT 2ND|D,3
223,CRIM SEXUAL ACT 3RD|E,1
223,DISSEM INDECENT MAT MINOR 1ST|D,1
223,DRIV IMP/DRUGS - 3RD OFFENSE|D,2
223,DRIV IMP/DRUGS-2ND OFFENSE|E,2
223,DWI:ALCOHOL/DRUGS-2ND OFFENSE|E,15
223,DWI:ALCOHOL/DRUGS-3RD OFFENSE|D,6
223,FALSIFY BUSINESS RECORDS 1ST|E,2
223,FORGERY 2ND|D,1
223,GANG ASSAULT 1ST|B,3
223,GRAND LARCENY - AUTO 3RD|D,1
223,GRAND LARCENY - AUTO 4TH|E,3
223,GRAND LARCENY - NOT AUTO 2ND|C,2
223,GRAND LARCENY - NOT AUTO 3RD|D,13
223,GRAND LARCENY - NOT AUTO 4TH|E,18
223,IDENTITY THEFT 1ST|D,2
223,IDENTITY THEFT 2ND|E,1
223,JO - BURGLARY 1ST|B,1
223,JO - RAPE 1ST|B,1
223,KIDNAPPING 2ND|B,1
223,LV SCENE OF ACCIDENT - DEATH|D,2
223,MANSLAUGHTER 1ST|B,15
223,MANSLAUGHTER 2ND|C,3
223,MURDER 1ST|A1,1
223,MURDER 2ND|A1,12
223,OPERATE MAJOR DRUG TRAFFICKER|A1,1
223,PERJURY 1ST|D,1
223,PERSISTENT SEXUAL ABUSE|E,1
223,POSS A SEX PERF BY A CHILD|E,6
223,POSS OBSCENE SEX PERF BY CHILD|E,1
223,PRED SEX ASSAULT AGAINST CHILD|A2,1
223,PROM PRISON CONTRABAND 1ST|D,1
223,PROM PROSTITUTION 1ST|B,1
223,PROM SEXUAL PERF BY A CHILD|D,4
223,RAPE 1ST|B,5
223,RAPE 2ND|D,4
223,RAPE 3RD|E,2
223,RECKLESS ASSAULT OF A CHILD|D,1
223,RECKLESS ENDANGERMENT 1ST|D,4
223,ROBBERY 1ST|B,22
223,ROBBERY 2ND SUB 1|C,6
223,ROBBERY 2ND SUB 2 3|C,11
223,ROBBERY 3RD|D,16
223,SEX OFF REG VIOL-1ST OFFENSE|E,1
223,SEX TRAFFICKING|B,1
223,SEXUAL ABUSE 1ST|D,5
223,STALKING 1ST SUB 1|D,1
223,STRANGULATION 1ST|C,1
223,STRANGULATION 2ND|D,2
223,TAMPER WITH PHYS EVIDENCE|E,1
223,UNLAW MANUFACTURE METH 2ND|C,1
223,UNLAW MANUFACTURE METH 3RD|D,5
223,UNLAW SURVEILLANCE 2ND(2 3 4)|E,1
223,USE OF CHILD IN A SEXUAL PERF|C,2
223,VEHICULAR ASSAULT 2ND|E,1
224,AGG DWI:1 PRIOR CONV-10 YRS|E,4
224,AGG DWI:2 PRIOR CONV-10 YRS|D,1
224,AGG DWI:W/CHILD|E,3
224,AGG UNLIC OPER MV 1ST|E,3
224,AGGRAVATED CRIM CONTEMPT|D,4
224,AGGRAVATED FAMILY OFFENSE|E,7
224,ARSON 2ND|B,2
224,ARSON 3RD|C,2
224,ASSAULT 1ST|B,12
224,ASSAULT 2ND|D,25
224,ATT ARSON 3RD|D,1
224,ATT ASSAULT 1ST|C,11
224,ATT ASSAULT 2ND|E,15
224,ATT BURGLARY 1ST|C,3
224,ATT BURGLARY 2ND SUB 1|D,2
224,ATT BURGLARY 2ND SUB 2|D,31
224,ATT BURGLARY 3RD|E,11
224,ATT COERCION 1ST|E,1
224,ATT CONSPIRACY 2ND|C,1
224,ATT COURSE SEX CONDUCT-CHILD 1ST|C,2
224,ATT COURSE SEX CONDUCT-CHILD 2ND|E,1
224,ATT CRIM POSS CONTR SUBSTANCE 2ND|A2,2
224,ATT CRIM POSS CONTR SUBSTANCE 3RD|C,19
224,ATT CRIM POSS CONTR SUBSTANCE 4TH|D,3
224,ATT CRIM POSS CONTR SUBSTANCE 5TH|E,8
224,ATT CRIM POSS FORGED INST 2ND|E,6
224,ATT CRIM POSS WEAP 2ND|D,29
224,ATT CRIM POSS WEAP 3RD SUB 1 2 3|E,2
224,ATT CRIM SALE CONTR SUBSTANCE 3RD|C,23
224,ATT CRIM SALE CONTR SUBSTANCE 5TH|E,1
224,ATT CRIM SEXUAL ACT 1ST|C,1
224,ATT CRIM SEXUAL ACT 2ND|E,1
224,ATT DISSEM INDECENT MAT MINOR 1ST|E,1
224,ATT ENTERPRISE CORRUPTION|C,1
224,ATT GANG ASSAULT 1ST|C,1
224,ATT MURDER 1ST|A1,1
224,ATT MURDER 2ND|B,15
224,ATT PROM PRISON CONTRABAND 1ST|E,5
224,ATT PROM PROSTITUTION 1ST|C,1
224,ATT PROM SEXUAL PERF BY A CHILD|E,1
224,ATT RAPE 1ST|C,5
224,ATT RAPE 2ND|E,1
224,ATT ROBBERY 1ST|C,16
224,ATT ROBBERY 2ND SUB 1|D,13
224,ATT ROBBERY 2ND SUB 2 3|D,11
224,ATT ROBBERY 2ND|D,1
224,ATT ROBBERY 3RD|E,3
224,ATT SEXUAL ABUSE 1ST|E,2
224,ATT STRANGULATION 2ND|E,2
224,BAIL JUMPING 2ND|E,3
224,BRIBE REC 3RD|D,1
224,BURGLARY 1ST|B,7
224,BURGLARY 2ND SUB 1|C,1
224,BURGLARY 2ND SUB 2 (HATE CRIME)|B,1
224,BURGLARY 2ND SUB 2|C,13
224,BURGLARY 3RD|D,45
224,CONSPIRACY 2ND|B,6
224,CONSPIRACY 4TH|E,1
224,COURSE SEX CONDUCT-CHILD 1ST|B,5
224,COURSE SEX CONDUCT-CHILD 2ND|D,1
224,CRIM CONTEMPT 1ST|E,13
224,CRIM MISCHIEF 2ND|D,2
224,CRIM MISCHIEF 3RD|E,1
224,CRIM POSS CONTR SUBSTANCE 1ST|A1,3
224,CRIM POSS CONTR SUBSTANCE 2ND|A2,8
224,CRIM POSS CONTR SUBSTANCE 3RD|B,76
224,CRIM POSS CONTR SUBSTANCE 4TH|C,17
224,CRIM POSS CONTR SUBSTANCE 5TH|D,19
224,CRIM POSS FIREARM|E,7
224,CRIM POSS FORGED INST 2ND|D,9
224,CRIM POSS MARIHUANA 1ST|C,1
224,CRIM POSS MARIHUANA 2ND|D,1
224,CRIM POSS STOLEN PROP 2ND|C,2
224,CRIM POSS STOLEN PROP 3RD|D,4
224,CRIM POSS STOLEN PROP 4TH|E,13
224,CRIM POSS WEAP 2ND|C,41
224,CRIM POSS WEAP 3RD SUB 1 2 3|D,12
224,CRIM POSS WEAP 3RD SUB 4-8 VFO|D,3
224,CRIM SALE CONTR SUBS - SCHOOL|B,1
224,CRIM SALE CONTR SUBSTANCE 2ND|A2,11
224,CRIM SALE CONTR SUBSTANCE 3RD|B,63
224,CRIM SALE CONTR SUBSTANCE 5TH|D,13
224,CRIM SALE FIREARM 1ST|B,1
224,CRIM SALE FIREARM 2ND|C,1
224,CRIM SEXUAL ACT 1ST|B,2
224,CRIM SEXUAL ACT 2ND|D,3
224,DRIV IMP/DRUGS - 3RD OFFENSE|D,1
224,DRIV IMP/DRUGS-2ND OFFENSE|E,3
224,DWI:ALCOHOL/DRUGS-2ND OFFENSE|E,15
224,DWI:ALCOHOL/DRUGS-3RD OFFENSE|D,6
224,ENDANGER INCOMPETENT 1ST|E,1
224,ENTERPRISE CORRUPTION|B,1
224,FALSELY REPORTING INCIDENT 1ST|D,1
224,FORGERY 2ND|D,1
224,GANG ASSAULT 2ND|C,1
224,GRAND LARCENY - AUTO 2ND|C,1
224,GRAND LARCENY - AUTO 4TH|E,2
224,GRAND LARCENY - NOT AUTO 1ST|B,1
224,GRAND LARCENY - NOT AUTO 2ND|C,5
224,GRAND LARCENY - NOT AUTO 3RD|D,12
224,GRAND LARCENY - NOT AUTO 4TH|E,21
224,HINDERING PROSECUTION 1ST|D,1
224,IDENTITY THEFT 1ST|D,2
224,JO - MURDER 2ND|A1,1
224,KIDNAPPING 2ND|B,2
224,MANSLAUGHTER 1ST|B,10
224,MANSLAUGHTER 2ND|C,3
224,MURDER 1ST|A1,1
224,MURDER 2ND|A1,14
224,OFFER FALSE INST FILING 1ST|E,1
224,OPERATE MAJOR DRUG TRAFFICKER|A1,1
224,PERSISTENT SEXUAL ABUSE|E,1
224,POSS A SEX PERF BY A CHILD|E,4
224,PRED SEX ASSAULT AGAINST CHILD|A2,2
224,PROM PRISON CONTRABAND 1ST|D,1
224,PROM SEXUAL PERF BY A CHILD|D,3
224,RAPE 1ST|B,5
224,RAPE 2ND|D,2
224,RAPE 3RD|E,4
224,RECKLESS ASSAULT OF A CHILD|D,1
224,RECKLESS ENDANGERMENT 1ST|D,2
224,ROBBERY 1ST|B,10
224,ROBBERY 2ND SUB 1|C,14
224,ROBBERY 2ND SUB 2 3|C,8
224,ROBBERY 3RD|D,13
224,SEX OFF REG VIOL-1ST OFFENSE|E,1
224,SEX TRAFFICKING SUB 5A  5B|B,1
224,SEXUAL ABUSE 1ST|D,14
224,TAMPER WITH PHYS EVIDENCE|E,1
224,UNAUTH USE OF MV 2ND|E,1
224,UNLAW IMPRISONMENT 1ST|E,1
224,UNLAW MANUFACTURE METH 2ND|C,1
224,UNLAW MANUFACTURE METH 3RD|D,7
224,UNLAW SURVEILLANCE 2ND(2 3 4)|E,2
224,USE OF CHILD IN A SEXUAL PERF|C,1
224,VEHICULAR ASSAULT 1ST|D,1
224,VEHICULAR ASSAULT 2ND|E,3
224,VEHICULAR MANSLAUGHTER 1ST|C,1
224,VEHICULAR MANSLAUGHTER 2ND|D,1
225,AGG DWI:2 PRIOR CONV-10 YRS|D,1
225,AGG HAR:EMPLOYEE BY INMATE|E,2
225,AGG UNLIC OPER MV 1ST|E,3
225,AGGRAVATED FAMILY OFFENSE|E,5
225,ASSAULT 1ST|B,4
225,ASSAULT 2ND|D,31
225,ATT ARSON 3RD|D,1
225,ATT ASSAULT 1ST|C,9
225,ATT ASSAULT 2ND|E,16
225,ATT BURGLARY 1ST|C,1
225,ATT BURGLARY 2ND SUB 1|D,2
225,ATT BURGLARY 2ND SUB 2|D,6
225,ATT BURGLARY 3RD|E,10
225,ATT CRIM POSS CONTR SUBSTANCE 2ND|A2,2
225,ATT CRIM POSS CONTR SUBSTANCE 3RD|C,26
225,ATT CRIM POSS CONTR SUBSTANCE 4TH|D,3
225,ATT CRIM POSS CONTR SUBSTANCE 5TH|E,3
225,ATT CRIM POSS FORGED INST 1ST|D,2
225,ATT CRIM POSS FORGED INST 2ND|E,2
225,ATT CRIM POSS MARIHUANA 1ST|D,1
225,ATT CRIM POSS WEAP 2ND|D,28
225,ATT CRIM POSS WEAP 3RD SUB 1 2 3|E,5
225,ATT CRIM SALE CONTR SUBSTANCE 3RD|C,27
225,ATT CRIM SALE CONTR SUBSTANCE 5TH|E,1
225,ATT CRIM SALE MARIHUANA 2ND|E,1
225,ATT CRIM SEXUAL ACT 1ST|C,1
225,ATT DISSEM INDECENT MAT MINOR 1ST|E,1
225,ATT GRAND LARCENY - NOT AUTO 2ND|D,1
225,ATT GRAND LARCENY - NOT AUTO 3RD|E,3
225,ATT MURDER 2ND|B,6
225,ATT PROM PRISON CONTRABAND 1ST|E,7
225,ATT RAPE 2ND|E,2
225,ATT ROBBERY 1ST|C,8
225,ATT ROBBERY 2ND SUB 1|D,8
225,ATT ROBBERY 2ND SUB 2 3|D,9
225,ATT ROBBERY 3RD|E,3
225,ATT STRANGULATION 2ND|E,1
225,ATT UNLAW MANUFACTURE METH 3RD|E,2
225,BURGLARY 1ST|B,2
225,BURGLARY 2ND SUB 2|C,10
225,BURGLARY 3RD|D,28
225,CONSPIRACY 2ND|B,5
225,CONSPIRACY 4TH|E,3
225,COURSE SEX CONDUCT-CHILD 1ST|B,3
225,COURSE SEX CONDUCT-CHILD 2ND|D,4
225,CRIM CONTEMPT 1ST|E,15
225,CRIM MISCHIEF 2ND|D,2
225,CRIM MISCHIEF 3RD|E,1
225,CRIM NEGLIGENT HOMICIDE|E,1
225,CRIM POSS CONTR SUBSTANCE 1ST|A1,3
225,CRIM POSS CONTR SUBSTANCE 2ND|A2,10
225,CRIM POSS CONTR SUBSTANCE 3RD|B,53
225,CRIM POSS CONTR SUBSTANCE 4TH|C,13
225,CRIM POSS CONTR SUBSTANCE 5TH|D,12
225,CRIM POSS FIREARM|E,5
225,CRIM POSS FORGED INST 2ND|D,5
225,CRIM POSS FORGERY DEVICES|D,1
225,CRIM POSS MARIHUANA 1ST|C,1
225,CRIM POSS MARIHUANA 2ND|D,1
225,CRIM POSS STOLEN PROP 3RD|D,2
225,CRIM POSS STOLEN PROP 4TH|E,6
225,CRIM POSS WEAP 1ST|B,1
225,CRIM POSS WEAP 2ND|C,30
225,CRIM POSS WEAP 3RD SUB 1 2 3|D,11
225,CRIM SALE CONTR SUBS - SCHOOL|B,1
225,CRIM SALE CONTR SUBSTANCE 2ND|A2,4
225,CRIM SALE CONTR SUBSTANCE 3RD|B,69
225,CRIM SALE CONTR SUBSTANCE 4TH|C,2
225,CRIM SALE CONTR SUBSTANCE 5TH|D,3
225,CRIM SALE FIREARM 1ST|B,2
225,CRIM SALE FIREARM 3RD|D,1
225,CRIM SALE PRESCRIPTION|C,1
225,CRIM SEXUAL ACT 1ST|B,8
225,CRIM SEXUAL ACT 2ND|D,2
225,CRIM SEXUAL ACT 3RD|E,3
225,DISSEM INDECENT MAT MINOR 1ST|D,1
225,DRIV IMP/DRUGS-2ND OFFENSE|E,1
225,DWI:ALCOHOL/DRUGS-2ND OFFENSE|E,5
225,DWI:ALCOHOL/DRUGS-3RD OFFENSE|D,8
225,ENTERPRISE CORRUPTION|B,2
225,ESCAPE 2ND|E,1
225,FORGERY 2ND|D,2
225,GANG ASSAULT 1ST|B,2
225,GRAND LARCENY - AUTO 2ND|C,1
225,GRAND LARCENY - NOT AUTO 1ST|B,2
225,GRAND LARCENY - NOT AUTO 2ND|C,6
225,GRAND LARCENY - NOT AUTO 3RD|D,9
225,GRAND LARCENY - NOT AUTO 4TH|E,27
225,IDENTITY THEFT 1ST|D,1
225,IDENTITY THEFT 2ND|E,1
225,KIDNAPPING 2ND|B,1
225,MANSLAUGHTER 1ST|B,15
225,MANSLAUGHTER 2ND|C,3
225,MONEY LAUNDERING 1ST|B,1
225,MURDER 1ST|A1,1
225,MURDER 2ND|A1,9
225,POSS A SEX PERF BY A CHILD|E,1
225,PRED SEX ASSAULT AGAINST CHILD|A2,4
225,PROM PRISON CONTRABAND 1ST|D,4
225,PROM PROSTITUTION 2ND|C,1
225,PROM SEXUAL PERF BY A CHILD|D,2
225,RAPE 1ST|B,7
225,RAPE 2ND|D,2
225,RAPE 3RD|E,3
225,RECKLESS ENDANGERMENT 1ST|D,2
225,ROBBERY 1ST|B,7
225,ROBBERY 2ND SUB 1|C,5
225,ROBBERY 2ND SUB 2 3|C,11
225,ROBBERY 3RD|D,17
225,SCHEME TO DEFRAUD 1ST|E,1
225,SEX OFF REG VIOL-1ST OFFENSE|E,2
225,SEXUAL ABUSE 1ST|D,6
225,STRANGULATION 2ND|D,4
225,TAMPER WITH PHYS EVIDENCE|E,1
225,UNLAW MANUFACTURE METH 2ND|C,1
225,UNLAW MANUFACTURE METH 3RD|D,8
225,USE OF CHILD IN A SEXUAL PERF|C,1
225,VEHICULAR ASSAULT 1ST|D,1
225,VEHICULAR MANSLAUGHTER 1ST|C,1
225,VEHICULAR MANSLAUGHTER 2ND|D,2
226,AGG DWI:1 PRIOR CONV-10 YRS|E,3
226,AGG DWI:W/CHILD|E,3
226,AGG UNLIC OPER MV 1ST|E,4
226,AGGRAVATED CRIM CONTEMPT|D,4
226,AGGRAVATED FAMILY OFFENSE|E,6
226,AGGRAVATED VEHICULAR ASSAULT|C,1
226,AGGRAVATED VEHICULAR HOMICIDE|B,3
226,ARSON 2ND|B,2
226,ARSON 3RD|C,3
226,ARSON 4TH|E,1
226,ASSAULT 1ST|B,6
226,ASSAULT 2ND|D,21
226,ATT ARSON 2ND|C,1
226,ATT ARSON 3RD|D,2
226,ATT ASSAULT 1ST|C,12
226,ATT ASSAULT 2ND|E,11
226,ATT BURGLARY 1ST|C,2
226,ATT BURGLARY 2ND SUB 1|D,2
226,ATT BURGLARY 2ND SUB 2|D,21
226,ATT BURGLARY 3RD|E,14
226,ATT COURSE SEX CONDUCT-CHILD 1ST|C,3
226,ATT CRIM FACILITATION 2ND|D,1
226,ATT CRIM POSS CONTR SUBSTANCE 3RD|C,36
